numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07790;20231211090000;101510;-90;8;160;1.900000;289.750000;283.850000;68;29370;0;mq;mq;mq;5;1750;mq;mq;mq;101370;mq;mq;-10;mq;mq;mq;mq;281.150000;mq;mq;4.700000;4.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;1620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20231211090000;101270;140;7;mq;mq;304.150000;297.050000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101230;mq;mq;70;mq;300.150000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20231211090000;101350;320;6;20;2.400000;302.850000;296.050000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;140;mq;297.750000;mq;306.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.400000;20.700000;20.700000;20.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20231211090000;101440;20;8;50;3.500000;303.650000;296.850000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101370;mq;mq;120;mq;299.750000;mq;304.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20231211090000;101380;170;8;110;5.100000;304.350000;297.750000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101290;mq;mq;-20;mq;299.850000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20231211090000;101580;-130;6;90;9.100000;301.750000;295.250000;68;18830;0;mq;mq;90;5;800;mq;mq;mq;101430;mq;mq;-60;mq;mq;mq;mq;mq;mq;mq;12.200000;13.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;20.000000;mq;mq;mq;mq;1;mq;930;5;mq;1290;5;mq;1560;mq;mq;mq;
61996;20231211090000;102430;80;3;270;5.100000;289.150000;281.650000;61;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102080;mq;mq;1200;mq;282.550000;mq;290.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20231211090000;100630;80;1;270;6.500000;279.450000;277.650000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98860;mq;mq;-410;mq;278.250000;mq;280.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.800000;21.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20231211090000;101240;-60;8;120;7.700000;281.950000;274.650000;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100870;mq;mq;530;mq;mq;mq;mq;mq;mq;mq;mq;11.800000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20231211090000;101360;-80;8;70;5.300000;305.450000;298.250000;66;18330;0;mq;mq;mq;2;800;mq;mq;mq;101280;mq;mq;120;mq;mq;mq;mq;mq;mq;mq;8.000000;8.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;750;mq;mq;mq;mq;mq;mq;mq;mq;mq;
71805;20231211090000;102050;-170;6;180;11.600000;279.950000;279.250000;95;9320;0;mq;mq;100;8;250;mq;mq;mq;101960;mq;mq;-420;mq;mq;mq;mq;275.950000;mq;mq;15.200000;15.300000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20231211090000;101370;10;6;70;6.000000;298.750000;295.650000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100860;mq;mq;-130;mq;296.750000;mq;303.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.800000;5.800000;5.800000;7.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20231211090000;101290;-10;5;80;2.700000;297.450000;295.350000;88;37460;mq;mq;mq;mq;mq;mq;mq;mq;mq;101200;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;0.200000;1.600000;1.600000;5.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20231211090000;101170;-20;5;90;3.100000;298.650000;296.150000;86;59020;0;mq;mq;mq;5;800;mq;mq;mq;101080;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;4.800000;6.300000;-10;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.400000;5.700000;mq;mq;mq;mq;3;mq;780;3;mq;930;5;mq;1140;mq;mq;mq;
81401;20231211090000;100910;60;3;0;0.000000;297.350000;297.050000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;-110;mq;296.950000;mq;306.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.400000;5.000000;5.000000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20231211090000;100900;60;3;0;0.000000;296.950000;296.450000;97;16910;0;mq;mq;101;9;30;mq;mq;mq;100810;mq;mq;-150;mq;mq;mq;mq;299.750000;mq;mq;0.800000;1.000000;-10;mq;mq;mq;mq;0.000000;0.000000;7.800000;8.000000;8.600000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81408;20231211090000;100870;50;3;240;0.500000;296.850000;296.150000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100790;mq;mq;-160;mq;296.550000;mq;306.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20231211090000;100990;80;3;100;0.700000;297.550000;297.050000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99770;mq;mq;-90;mq;297.150000;mq;307.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20231211090000;97700;-100;6;290;3.600000;274.050000;267.350000;61;30000;2;1;1;40;0;8000;30;20;16;97180;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;0;6000;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20231211120000;100750;100;1;270;8.100000;285.050000;280.950000;76;18800;0;mq;mq;mq;mq;mq;mq;mq;mq;99890;mq;mq;-10;mq;mq;mq;mq;281.850000;mq;mq;13.400000;13.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20231211120000;100610;140;1;260;8.900000;285.050000;279.950000;71;30570;0;mq;mq;100;8;800;mq;mq;mq;100050;mq;mq;-180;mq;mq;mq;mq;280.950000;mq;mq;12.500000;14.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;3.400000;mq;mq;mq;mq;2;mq;810;8;mq;1260;mq;mq;mq;mq;mq;mq;
07020;20231211120000;100840;80;0;250;4.900000;285.750000;283.250000;85;12000;2;2;mq;60;4;800;34;20;12;100730;mq;mq;570;mq;mq;mq;mq;mq;mq;mq;7.400000;9.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;5;6;900;1;0;6000;mq;mq;mq;mq;mq;mq;
07027;20231211120000;100990;80;0;240;5.100000;285.150000;282.750000;85;13820;0;mq;mq;mq;3;450;mq;mq;mq;100190;mq;mq;380;mq;mq;mq;mq;281.950000;mq;mq;7.100000;8.600000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;540;3;mq;720;mq;mq;mq;mq;mq;mq;
07037;20231211120000;100940;110;1;260;6.300000;284.250000;281.850000;85;15620;0;mq;mq;90;7;450;mq;mq;mq;99070;mq;mq;70;mq;mq;mq;mq;280.950000;mq;mq;9.000000;11.100000;-10;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;450;3;mq;630;6;mq;930;mq;mq;mq;
07072;20231211120000;100880;80;1;260;6.100000;285.650000;280.750000;72;20000;0;mq;mq;100;8;800;mq;mq;mq;99750;mq;mq;-330;mq;mq;mq;mq;281.650000;mq;mq;10.500000;11.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;6;mq;870;8;mq;1080;mq;mq;mq;mq;mq;mq;
07110;20231211120000;100940;-20;8;230;5.500000;286.450000;285.850000;96;18660;0;mq;mq;100;8;250;mq;mq;mq;99780;mq;mq;230;mq;mq;mq;mq;281.750000;mq;mq;8.700000;9.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;7;mq;240;7;mq;420;8;mq;720;mq;mq;mq;
07117;20231211120000;100900;30;0;220;4.900000;286.650000;284.550000;87;mq;mq;2;mq;mq;mq;mq;mq;mq;mq;100210;mq;mq;370;mq;mq;mq;mq;mq;mq;mq;7.400000;10.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20231211120000;101080;10;0;230;3.000000;286.750000;285.150000;90;43260;0;mq;mq;100;8;450;mq;mq;mq;100640;mq;mq;200;mq;mq;mq;mq;283.350000;mq;mq;4.600000;5.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;330;8;mq;720;mq;mq;mq;mq;mq;mq;
07139;20231211120000;101110;100;1;220;3.200000;284.750000;282.650000;87;19300;0;mq;mq;mq;0;mq;mq;mq;mq;99380;mq;mq;60;mq;mq;mq;mq;281.850000;mq;mq;5.600000;6.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20231211120000;101070;110;1;250;4.300000;285.350000;281.650000;78;20000;2;2;2;60;1;800;35;20;18;99990;mq;mq;-160;mq;mq;mq;mq;mq;mq;mq;7.400000;8.200000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;3.200000;mq;mq;mq;mq;1;6;720;5;0;8000;mq;mq;mq;mq;mq;mq;
07168;20231211120000;101100;140;1;270;4.800000;285.950000;282.350000;79;20000;0;mq;mq;90;7;800;mq;mq;mq;99690;mq;mq;-380;mq;mq;mq;mq;282.650000;mq;mq;7.400000;9.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;1.600000;mq;mq;mq;mq;7;mq;720;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20231211120000;100960;140;1;270;6.500000;283.850000;279.450000;74;18130;0;mq;mq;100;8;800;mq;mq;mq;96830;mq;mq;-500;mq;mq;mq;mq;280.550000;mq;mq;10.700000;12.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;10.700000;mq;mq;mq;mq;3;mq;690;4;mq;840;8;mq;1230;mq;mq;mq;
07190;20231211120000;100860;130;1;240;4.400000;286.350000;280.150000;66;57410;0;mq;mq;100;7;1250;mq;mq;mq;99070;mq;mq;-670;mq;mq;mq;mq;280.350000;mq;mq;7.000000;8.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.400000;2.000000;mq;mq;mq;mq;7;mq;1080;7;mq;1560;8;mq;1860;mq;mq;mq;
07207;20231211120000;101110;-50;8;240;4.800000;287.050000;286.250000;95;6000;2;2;mq;100;8;450;37;mq;mq;100600;mq;mq;90;mq;mq;mq;mq;mq;mq;mq;7.600000;11.700000;-10;2;mq;mq;mq;0.000000;0.800000;0.800000;3.400000;3.600000;mq;mq;mq;mq;8;7;500;2;6;600;mq;mq;mq;mq;mq;mq;
07222;20231211120000;101230;70;0;230;3.400000;286.950000;286.150000;95;5160;0;mq;mq;100;8;250;mq;mq;mq;100920;mq;mq;30;mq;mq;mq;mq;285.150000;mq;mq;6.300000;7.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;8.900000;12.200000;mq;mq;mq;mq;5;mq;240;7;mq;420;8;mq;570;mq;mq;mq;
07240;20231211120000;101240;90;1;250;3.400000;286.950000;285.550000;91;57280;0;mq;mq;100;8;450;mq;mq;mq;99910;mq;mq;-130;mq;mq;mq;mq;284.050000;mq;mq;6.700000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;6.100000;8.700000;mq;mq;mq;mq;5;mq;300;7;mq;540;8;mq;720;mq;mq;mq;
07255;20231211120000;101250;40;0;260;3.200000;286.850000;284.850000;88;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;99280;mq;mq;-420;mq;mq;mq;mq;284.750000;mq;mq;5.500000;5.500000;-10;mq;mq;mq;mq;0.000000;0.000000;5.700000;11.400000;13.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20231211120000;101180;90;0;190;2.400000;285.950000;284.050000;88;56120;0;mq;mq;100;7;800;mq;mq;mq;98580;mq;mq;-590;mq;mq;mq;mq;281.350000;mq;mq;3.900000;5.400000;-10;1;0.000000;mq;mq;0.000000;0.200000;7.900000;9.900000;10.500000;mq;mq;mq;mq;7;mq;870;8;mq;1620;mq;mq;mq;mq;mq;mq;
07299;20231211120000;101060;50;3;250;4.900000;284.750000;282.450000;86;39480;0;mq;mq;100;4;800;mq;mq;mq;97830;mq;mq;-710;mq;mq;mq;mq;280.350000;mq;mq;9.500000;9.500000;-10;2;0.000000;mq;mq;0.800000;1.000000;3.400000;4.200000;5.200000;mq;mq;mq;mq;1;mq;990;4;mq;1290;7;mq;2340;mq;8;mq;
07314;20231211120000;101490;40;3;250;5.800000;287.350000;286.750000;96;mq;mq;5;2;mq;mq;mq;mq;mq;mq;101210;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;7.800000;12.200000;-10;mq;mq;mq;mq;1.800000;2.200000;2.600000;3.200000;17.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20231211120000;101360;50;1;250;6.600000;287.850000;286.250000;90;57500;0;mq;mq;100;8;450;mq;mq;mq;99940;mq;mq;-210;mq;mq;mq;mq;284.850000;mq;mq;10.200000;12.100000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.800000;8.900000;mq;mq;mq;mq;8;mq;330;mq;8;mq;mq;mq;mq;mq;mq;mq;
07434;20231211120000;101470;0;0;230;5.500000;285.950000;285.950000;100;1910;10;mq;mq;100;8;80;mq;mq;mq;96750;mq;mq;-350;mq;mq;mq;mq;284.150000;mq;mq;9.700000;10.400000;-10;2;0.000000;mq;mq;-0.100000;1.800000;3.400000;14.100000;34.500000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20231211120000;101290;30;0;200;3.700000;289.550000;284.050000;70;59460;0;mq;mq;75;4;800;mq;mq;mq;97450;mq;mq;-460;mq;mq;mq;mq;283.250000;mq;mq;7.700000;10.800000;-10;2;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.800000;4.400000;mq;mq;mq;mq;4;mq;930;5;mq;2640;6;mq;3780;mq;mq;mq;
07471;20231211120000;mq;-80;8;270;4.500000;285.850000;283.250000;84;20000;61;mq;mq;100;5;800;mq;mq;mq;91910;92500;779;-410;mq;mq;mq;mq;281.250000;mq;mq;10.100000;10.100000;-10;2;0.000000;mq;mq;0.400000;1.800000;1.800000;2.400000;4.400000;mq;mq;mq;mq;5;mq;840;5;mq;1050;6;mq;1860;mq;8;mq;
07481;20231211120000;101340;-60;7;190;4.400000;288.150000;283.550000;74;40000;3;2;2;100;7;mq;35;mq;mq;98520;mq;mq;-630;mq;mq;mq;mq;mq;mq;mq;6.500000;8.500000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.200000;1.800000;7.600000;mq;mq;mq;mq;7;6;1440;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20231211120000;101660;-130;8;220;2.800000;289.050000;287.750000;92;49610;0;mq;mq;100;1;450;mq;mq;mq;101090;mq;mq;-240;mq;mq;mq;mq;285.950000;mq;mq;4.300000;5.100000;-10;1;0.000000;mq;mq;0.000000;2.600000;11.300000;17.300000;30.400000;mq;mq;mq;mq;1;mq;390;8;mq;1560;mq;mq;mq;mq;mq;mq;
07535;20231211120000;101740;-50;8;250;1.900000;287.050000;286.750000;98;16010;0;mq;mq;100;8;250;mq;mq;mq;98660;mq;mq;-320;mq;mq;mq;mq;284.750000;mq;mq;5.400000;6.900000;-10;2;0.000000;mq;mq;0.200000;2.500000;5.300000;7.100000;13.900000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20231211120000;101640;-70;8;300;6.200000;285.750000;284.450000;92;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93450;mq;mq;-330;mq;mq;mq;mq;282.550000;mq;mq;9.700000;11.500000;-10;mq;0.000000;mq;mq;0.000000;0.200000;0.200000;0.600000;2.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20231211120000;101640;-110;6;170;1.500000;284.950000;281.650000;80;16150;0;mq;mq;mq;mq;mq;mq;mq;mq;100750;mq;mq;-490;mq;mq;mq;mq;281.250000;mq;mq;2.800000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20231211120000;mq;120;8;200;1.100000;276.850000;276.150000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91570;mq;mq;-410;mq;275.350000;mq;281.050000;mq;mq;mq;mq;mq;mq;mq;0.020000;mq;mq;4.600000;12.000000;13.800000;19.200000;22.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20231211120000;101730;-160;8;110;0.500000;291.250000;286.550000;74;46610;0;mq;mq;mq;0;mq;mq;mq;mq;101030;mq;mq;-300;mq;mq;mq;mq;282.950000;mq;mq;1.000000;1.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20231211120000;101700;-140;8;110;1.300000;291.250000;283.150000;59;37880;0;mq;mq;mq;2;6300;mq;mq;mq;97490;mq;mq;-280;mq;mq;mq;mq;279.350000;mq;mq;2.200000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;6300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20231211120000;101710;-180;8;110;0.700000;291.750000;282.550000;55;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96930;mq;mq;-280;mq;mq;mq;mq;280.550000;mq;mq;1.600000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20231211120000;101770;-120;8;100;0.800000;291.750000;284.050000;61;39330;0;mq;mq;mq;5;2640;mq;mq;mq;100010;mq;mq;-280;mq;mq;mq;mq;279.850000;mq;mq;1.800000;2.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;2640;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20231211120000;101620;-150;8;70;2.700000;291.350000;285.750000;70;19710;0;mq;mq;mq;0;mq;mq;mq;mq;101530;mq;mq;-510;mq;mq;mq;mq;279.250000;mq;mq;3.800000;5.000000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20231211120000;101680;-60;8;280;2.000000;288.050000;283.650000;75;13620;0;mq;mq;100;8;2820;mq;mq;mq;101300;mq;mq;-430;mq;mq;mq;mq;280.250000;mq;mq;3.000000;3.000000;-10;1;0.000000;mq;mq;0.000000;-0.100000;-0.100000;0.200000;0.200000;mq;mq;mq;mq;1;mq;2820;3;mq;3420;8;mq;5040;mq;mq;mq;
07661;20231211120000;mq;mq;mq;270;6.100000;mq;mq;mq;20000;1;0;mq;50;4;1750;35;20;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.700000;11.000000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20231211120000;101110;-280;8;120;2.600000;289.150000;283.850000;71;40000;1;0;0;40;2;mq;30;23;12;100800;mq;mq;-510;mq;mq;mq;mq;280.050000;mq;mq;3.200000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;3;4500;3;0;6500;mq;mq;mq;mq;mq;mq;
07747;20231211120000;101670;-150;8;180;2.300000;295.250000;283.050000;46;50240;0;mq;mq;mq;0;mq;mq;mq;mq;101160;mq;mq;-470;mq;mq;mq;mq;281.350000;mq;mq;3.800000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20231211120000;101820;-140;7;60;1.200000;288.850000;285.250000;79;19120;0;mq;mq;100;8;800;mq;mq;mq;101710;mq;mq;-80;mq;mq;mq;mq;280.050000;mq;mq;1.900000;1.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20231211120000;101290;-220;8;150;3.500000;291.550000;285.050000;66;60000;0;mq;mq;mq;1;4620;mq;mq;mq;101150;mq;mq;-260;mq;mq;mq;mq;281.150000;mq;mq;6.400000;6.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20231211120000;101110;160;8;mq;mq;303.750000;297.150000;68;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;80;mq;300.350000;mq;304.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20231211120000;101220;130;8;330;4.200000;303.250000;298.150000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;50;mq;297.750000;mq;306.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;20.700000;20.700000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20231211120000;101310;130;6;40;2.300000;304.350000;297.250000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101240;mq;mq;60;mq;299.750000;mq;304.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20231211120000;101240;140;6;120;4.600000;303.750000;297.650000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;-70;mq;299.850000;mq;305.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20231211120000;101480;-100;6;110;6.500000;301.150000;294.450000;67;49920;0;mq;mq;90;7;800;mq;mq;mq;101330;mq;mq;-90;mq;mq;mq;mq;mq;mq;mq;9.500000;11.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.800000;mq;mq;mq;mq;1;mq;870;6;mq;1050;7;mq;1230;mq;mq;mq;
61996;20231211120000;102400;30;5;230;3.200000;286.850000;279.650000;62;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102050;mq;mq;1050;mq;282.550000;mq;291.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20231211120000;100770;140;1;260;8.300000;280.150000;277.250000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99000;mq;mq;-30;mq;278.250000;mq;280.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20231211120000;101170;-70;5;120;9.300000;280.350000;276.050000;74;40000;1;mq;mq;50;4;800;38;20;11;100800;mq;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;12.900000;-10;mq;mq;mq;mq;0.000000;mq;0.000000;mq;mq;mq;mq;mq;mq;1;8;840;3;6;1500;mq;mq;mq;mq;mq;mq;
67005;20231211120000;101180;-180;7;60;3.100000;304.450000;297.850000;68;20000;0;mq;mq;mq;2;2580;mq;mq;mq;101100;mq;mq;60;mq;mq;mq;mq;mq;mq;mq;5.000000;6.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;2580;mq;mq;mq;mq;mq;mq;mq;mq;mq;
